0.00843    -0.26220
0.01325    -0.78659
0.03133    -1.01220
0.07470    -0.82927
0.11807    -0.63415
0.16386    -0.42683
0.22169    -0.20732
0.26988    -0.03659
0.32892    0.15854
0.38434    0.26829
0.41928    0.29268
0.45181    0.26829
0.49036    0.18902
0.52771    0.15244
0.55542    -0.01829
0.63373    -0.11585
0.70361    -0.18293
0.76867    -0.22561
0.82892    -0.25000
0.88795    -0.24390
0.93494    -0.21341
0.97108    -0.12195
0.98916    0.14634
