variables="x/c","Cp"
zone, t="LES results"
  -2.02579405617243      -2.082084494925418E-003
  -2.02504431743957      -2.476825447916830E-003
  -2.02429457870671      -2.286462105138831E-003
  -2.02354483997386      -2.238533630416483E-003
  -2.02279510124101      -2.154039918100814E-003
  -2.02204536250815      -2.130269026778819E-003
  -2.02129562377530      -2.080984594043933E-003
  -2.02054588504244      -2.061682590137614E-003
  -2.01979614630959      -2.036236167302085E-003
  -2.01904640757673      -2.020845342531885E-003
  -2.01829666884388      -2.009386814072478E-003
  -2.01754693011102      -1.996152205951951E-003
  -2.01679719137817      -1.991128229450467E-003
  -2.01604745264532      -1.979008654484637E-003
  -2.01529771391246      -1.976807407810810E-003
  -2.01454797517961      -1.966447589141218E-003
  -2.01379823644675      -1.966222895366520E-003
  -2.01304849771390      -1.959237263737811E-003
  -2.01229875898104      -1.960669141665150E-003
  -2.01154902024819      -1.957039693101236E-003
  -2.01079928151534      -1.960003956735789E-003
  -2.01004954278248      -1.960191552652368E-003
  -2.00929980404963      -1.965108280077565E-003
  -2.00855006531677      -1.968596527235355E-003
  -2.00780032658392      -1.974859341813406E-003
  -2.00705058785106      -1.980265952106208E-003
  -2.00630084911821      -1.986738584780489E-003
  -2.00555111038536      -1.992683973295328E-003
  -2.00480137165250      -1.998621140586465E-003
  -2.00405163291965      -2.004298716218322E-003
  -2.00330189418679      -2.009498688093636E-003
  -2.00255215545394      -2.014278192996599E-003
  -2.00180241672108      -2.018035845230414E-003
  -2.00105267798823      -2.021314358069403E-003
  -2.00030293925538      -2.024075505557831E-003
  -1.99955320052252      -2.027212938515710E-003
  -1.99880346178967      -2.030336098557405E-003
  -1.99805372305681      -2.033920755217799E-003
  -1.99730398432396      -2.037166383028754E-003
  -1.99655424559110      -2.040684853077401E-003
  -1.99580450685825      -2.043650982996858E-003
  -1.99505476812539      -2.046993625159920E-003
  -1.99430502939254      -2.049919298108271E-003
  -1.99355529065969      -2.054187283451192E-003
  -1.99280555192683      -2.058243960911809E-003
  -1.99205581319398      -2.063480076830437E-003
  -1.99130607446112      -2.067660446036789E-003
  -1.99055633572827      -2.072866692115482E-003
  -1.98980659699541      -2.076874328782452E-003
  -1.98905685826256      -2.081627296113275E-003
  -1.98830711952971      -2.084671629987156E-003
  -1.98755738079685      -2.087348457857629E-003
  -1.98680764206400      -2.089082288336818E-003
  -1.98605790333114      -2.090257163578357E-003
