 1.579424441E-01 1.157422185E+00 
 1.570634395E-01 1.154541373E+00 
 1.562643498E-01 1.152262688E+00 
 1.553853601E-01 1.149556756E+00 
 1.545862705E-01 1.146937847E+00 
 1.537072659E-01 1.144466519E+00 
 1.529081762E-01 1.142548442E+00 
 1.520291865E-01 1.140277505E+00 
 1.512300968E-01 1.138366580E+00 
 1.504310071E-01 1.136490107E+00 
 1.495520025E-01 1.134360909E+00 
 1.487529129E-01 1.132220507E+00 
 1.478739232E-01 1.129864454E+00 
 1.470748335E-01 1.127553105E+00 
 1.461958289E-01 1.124728322E+00 
 1.453967392E-01 1.122737527E+00 
 1.445976496E-01 1.121258378E+00 
 1.437186599E-01 1.119772434E+00 
 1.429195702E-01 1.118191957E+00 
 1.420405656E-01 1.116096139E+00 
 1.412414759E-01 1.113949060E+00 
 1.403624862E-01 1.111747503E+00 
 1.395633966E-01 1.110372305E+00 
 1.386843920E-01 1.108955741E+00 
 1.378853023E-01 1.107795238E+00 
 1.370862126E-01 1.106683016E+00 
 1.362072229E-01 1.105084181E+00 
 1.354081333E-01 1.103402972E+00 
 1.345291287E-01 1.101417661E+00 
 1.337300390E-01 1.099493146E+00 
 1.328510493E-01 1.096742868E+00 
 1.320519596E-01 1.094175458E+00 
 1.312528700E-01 1.091437221E+00 
 1.303738654E-01 1.088590622E+00 
 1.295747757E-01 1.085253477E+00 
 1.286957860E-01 1.080307722E+00 
 1.278966963E-01 1.074358940E+00 
 1.270176917E-01 1.066928983E+00 
 1.262186021E-01 1.058968067E+00 
 1.253396124E-01 1.047536254E+00 
 1.245405227E-01 1.033390641E+00 
 1.237414330E-01 1.014991999E+00 
 1.228624359E-01 9.894784689E-01 
 1.220633462E-01 9.606514573E-01 
 1.211843491E-01 9.232735038E-01 
 1.203852594E-01 8.838036656E-01 
 1.195062622E-01 8.314516544E-01 
 1.187071726E-01 7.673105001E-01 
 1.179080829E-01 6.979481578E-01 
 1.170290858E-01 6.279237866E-01
