0.00368    2.79394
0.01840    2.29091
0.03804    2.00000
0.06258    1.74545
0.10920    1.56970
0.16564    1.44242
0.22577    1.35152
0.30184    1.26061
0.38160    1.19394
0.43190    1.13939
0.47239    1.09091
0.51411    0.92121
0.55583    0.70303
0.59509    0.53333
0.64540    0.38182
0.71043    0.25455
0.77301    0.16364
0.84540    0.06667
0.91043    -0.01212
0.94847    -0.09091
0.98528    -0.14545
1.01104    -0.16364
0.00245    -0.39394
0.00613    -0.76970
0.01718    -0.99394
0.05890    -0.83030
0.10675    -0.58182
0.15951    -0.35758
0.21840    -0.13333
0.27730    0.06667
0.34110    0.24848
0.40245    0.34545
0.44663    0.32727
0.48834    0.26061
0.52515    0.22424
0.54969    0.03636
0.62699    -0.08485
0.68957    -0.16970
0.75951    -0.23030
0.82086    -0.27879
0.88589    -0.30303
0.94356    -0.31515
0.97546    -0.30909
0.99387    -0.28485
1.00982    -0.15758

