 1.650467962E-01 1.115419388E+00 
 1.625663340E-01 1.113825560E+00 
 1.600858569E-01 1.113191366E+00 
 1.577961892E-01 1.113211751E+00 
 1.553157270E-01 1.112359762E+00 
 1.528352499E-01 1.110478759E+00 
 1.503547728E-01 1.108097434E+00 
 1.478743106E-01 1.105649710E+00 
 1.453938335E-01 1.100740552E+00 
 1.429133713E-01 1.094876766E+00 
 1.406236887E-01 1.088848829E+00 
 1.381432265E-01 1.082609534E+00 
 1.356627494E-01 1.076179981E+00 
 1.331822872E-01 1.068459392E+00 
 1.307017952E-01 1.060469627E+00 
 1.282213330E-01 1.052447319E+00 
 1.257408559E-01 1.045282602E+00 
 1.234511957E-01 1.037911177E+00 
 1.209707260E-01 1.028207779E+00 
 1.184902489E-01 1.015701652E+00 
 1.160097793E-01 1.000989079E+00 
 1.135293022E-01 9.845277071E-01 
 1.110488325E-01 9.654151797E-01 
 1.085683629E-01 9.446232319E-01 
 1.062786952E-01 9.256863594E-01 
 1.037982181E-01 9.045184255E-01 
 1.013177484E-01 8.804571033E-01 
 9.883727878E-02 8.533861637E-01 
 9.635680914E-02 8.251942396E-01 
 9.387633204E-02 7.977269292E-01 
 9.139586240E-02 7.702716589E-01 
 8.891538531E-02 7.393156290E-01 
 8.662572503E-02 7.069252729E-01 
 8.414524794E-02 6.703600287E-01 
 8.166477829E-02 6.323234439E-01 
 7.918430865E-02 5.945091844E-01 
 7.670383155E-02 5.576871037E-01 
 7.422336191E-02 5.194067955E-01 
 7.174289227E-02 4.787252247E-01 
 6.945322454E-02 4.414601922E-01 
 6.697274745E-02 4.041745663E-01 
 6.449227780E-02 3.701625764E-01 
 6.201180443E-02 3.378343284E-01 
 5.953133479E-02 3.049013317E-01 
 5.705085769E-02 2.708427608E-01 
 5.457038805E-02 2.375558913E-01 
 5.228072032E-02 2.077666968E-01 
 4.980025068E-02 1.766418517E-01 
 4.731977731E-02 1.488368511E-01 
 4.483930394E-02 1.224129498E-01 
 4.235883430E-02 9.334086627E-02 
 3.987836093E-02 6.241531670E-02 
 3.739788756E-02 3.358864039E-02 
 3.510821983E-02 1.006245706E-02 
 3.262775019E-02 -1.072783303E-02
 3.014727682E-02 -2.720182016E-02
 2.766680531E-02 -4.400011525E-02
 2.518633381E-02 -6.676454097E-02
 2.270586230E-02 -8.923245966E-02
 2.022538893E-02 -1.075171381E-01
 1.793572120E-02 -1.234337911E-01
 1.545525063E-02 -1.408311576E-01
 1.297477912E-02 -1.564265937E-01
 1.049430668E-02 -1.704173684E-01
 8.013833314E-03 -1.861599982E-01
 5.533361807E-03 -1.954202801E-01
 3.052887972E-03 -1.934805512E-01
